genero,nome,data_nascimento,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab
M,FERNANDO BEZERRA DE SOUZA COELHO FILHO,28/02/1984,81,5,6,6,4,39,"33.763,00",0,"289.091,64","32.904,38","35.321,53","50.966,51","42.640,35","22.991,65","38.141,86","34.943,44","7.902,03","1.571,47","20.930,42","778,00",0,106461.21,106461.21,106461.21,106461.21,107548.75,111277.47,111277.47,110295.4,110786.15,110786.15,0,0,1087816.23
M,ANTONIO RIBEIRO,03/03/1944,86,6,0,30,4,14,"33.763,00",0,"361.696,70","40.812,78","41.699,11","53.527,13","42.212,73","53.135,08","32.573,14","21.560,81","17.788,85","19.494,29","37.582,25","1.310,53",0,110889.19,110889.19,110889.19,110313.55,109560.78,110047.86,110889.19,110889.19,110889.19,110889.19,0,0,1106146.5199999998
M,GENECIAS MATEUS NORONHA,13/03/1963,58,31,3,0,0,0,"33.763,00",0,"182.956,80","6.912,14","17.143,52","35.003,95","26.327,99","19.477,71","14.497,11","13.104,39","10.260,84","26.907,04","13.322,11",0,0,92989.03,98109.44,100534.9,101430.22,99984.28,106905.63,103040.08,103040.08,103040.08,103040.08,0,0,1012113.8199999998
M,FLAVIANO FLÁVIO BAPTISTA DE MELO,17/11/1949,82,10,0,3,0,1,"33.763,00",0,"438.870,21","34.282,68","37.155,36","51.227,13","29.713,90","79.405,70","25.480,53","38.048,40","39.592,10","54.822,12","29.142,29","20.000,00",0,107904.83,107983.89,111367.03,111659.62,111659.62,111659.62,111659.62,110227.3,110179.56,110179.56,0,0,1104480.6500000001
M,FREDERICO BORGES DA COSTA,12/07/1977,83,9,0,14,1,5,"33.763,00",0,"285.262,12","14.730,30","29.479,43","41.701,41","55.095,45","44.266,74","24.177,23","21.336,08","23.057,48","15.301,98","12.687,52","3.428,50",0,110167.89,108567.01,109305.97,109305.97,109563.08,108452.71,101554.25,109006.01,107977.56,103926.38,0,0,1077826.83
M,FRANCISCO RODRIGUES VALE JUNIOR,15/03/1969,87,3,2,25,2,6,"33.763,00",0,"309.142,86","17.093,58","30.616,27","50.032,21","33.547,10","38.718,63","30.008,06","31.405,20","20.504,95","10.000,71","26.688,21","20.527,94",0,110440.58,110440.58,110440.58,110440.58,108630.41,108370.3,101304.39,105472.56,105472.56,105472.56,0,0,1076485.1
M,FERNANDO LÚCIO GIACOBO,17/12/1970,86,1,5,13,1,7,"33.763,00",1,"369.972,81","27.455,42","49.074,18","58.575,31","7.832,83","52.242,70","38.497,82","8.820,58","6.333,82","4.309,92","66.740,23","50.090,00",0,110392.0,111089.37,110699.96,111659.53,111616.68,104856.92,111659.53,110779.99,111160.32,102457.31,0,0,1096371.61
M,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,06/08/1954,89,0,3,132,0,21,"33.763,00",0,"219.516,20","17.011,69","44.800,56","44.569,19","22.660,96","25.933,02","28.500,81","13.743,54","9.053,72","5.578,56","7.617,80","46,35",0,67824.41,70484.71,70484.71,74499.52,79446.76,86394.48,95109.95,76397.8,54701.66,54701.66,0,0,730045.6600000001
M,FLÁVIO RODRIGUES NOGUEIRA,27/02/1953,91,1,0,39,0,4,"33.763,00",0,"395.772,41","38.329,27","41.835,51","39.604,13","37.048,37","42.494,03","47.068,00","42.082,62","36.727,61","36.484,39","34.098,48",0,0,110937.69,110937.69,111074.66,110962.76,111467.18,111544.27,111544.27,111544.27,111544.27,105327.63,0,0,1106884.69
M,FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,29/05/1991,82,10,0,13,3,10,"33.763,00",0,"289.321,08","39.534,77","31.282,38","56.382,81","46.765,21","50.641,59","43.365,67","18.271,75","239,65","40,19","1.714,17","1.082,89",0,97669.43,98842.46,98853.61,101434.99,105314.69,105934.61,105601.33,88221.2,71613.4,65419.8,0,0,938905.52
M,ELIÉSER GIRÃO MONTEIRO FILHO,08/05/1955,85,4,3,47,3,6,"33.763,00",0,"363.091,99","37.148,25","58.184,62","39.315,76","43.316,28","45.230,05","37.619,01","23.969,66","26.317,64","11.257,52","39.833,77","899,43",0,111550.61,111550.61,111550.61,111550.61,111550.61,110587.36,111550.61,111550.61,111550.61,111550.61,0,0,1114542.85
M,GELSON DE AZEVEDO ALMEIDA,10/01/1965,88,0,4,17,0,13,"33.763,00",0,"320.500,73","17.208,87","18.142,04","73.589,54","23.955,82","60.671,30","21.380,73","24.088,36","10.719,92","15.215,86","4.613,07","50.915,22",0,111429.1,111429.1,111429.1,111207.7,111523.22,111580.75,111580.75,111580.75,111580.75,109244.43,0,0,1112585.6500000001
M,FRANCO CARTAFINA GOMES,03/11/1986,86,3,3,44,4,15,"33.763,00",0,"318.135,20","28.065,10","33.009,58","43.304,17","45.119,68","52.088,32","34.699,31","22.247,15","51.692,11","5.409,62","2.332,94","167,22",0,110962.06,110962.06,110962.06,110962.06,111166.17,111568.67,111568.67,111568.67,111568.67,111568.67,0,0,1112857.7600000002
M,EUGENIO JOSÉ ZULIANI,13/01/1976,51,17,24,9,17,37,"33.763,00",0,"286.007,56","35.715,90","40.468,18","42.837,22","40.713,17","63.995,25","18.553,55","16.151,75","15.973,11","2.755,29","8.115,64","728,50",0,111641.38,111641.38,111641.38,106897.3,106370.18,106370.18,106370.18,106370.18,106370.18,106370.18,0,0,1080042.5199999998
M,GERVÁSIO AGRIPINO MAIA,14/04/1975,81,5,6,36,5,14,"33.763,00",0,"270.049,07","23.330,03","37.075,33","36.581,92","43.748,87","45.588,36","26.193,97","18.498,45","14.012,00","10.194,19","13.781,20","1.044,75",0,111615.5,110598.88,110561.62,110298.77,109955.04,109955.04,110552.62,111283.45,110263.58,110809.92,0,0,1105894.42
M,GILSON MARQUES VIEIRA,12/04/1981,88,4,0,40,5,5,"33.763,00",0,"50.883,26","3.483,84","5.736,09","5.095,21","6.494,69","11.767,82","7.335,78","6.816,37","1.383,89","3,11","2.766,46",0,0,78079.2,78079.2,78079.2,79784.92,80772.44,80772.44,80772.44,80772.44,80772.44,80772.44,0,0,798657.1599999999
M,GIOVANI BATISTA FELTES,10/04/1957,91,0,1,18,0,4,"33.763,00",0,"296.462,55","32.091,85","37.369,29","35.989,03","63.623,79","29.111,39","20.875,74","31.955,95","26.391,45","8.680,69","8.989,17","1.384,20",0,111083.28,111101.04,111544.86,109378.77,108521.73,109627.69,107747.07,108089.89,109075.48,109075.48,0,0,1095245.2900000003
M,GILBERTO APARECIDO ABRAMO,06/08/1966,85,2,5,19,1,6,"33.763,00",0,"276.601,65","18.146,52","22.003,33","27.404,71","34.209,75","32.718,06","23.558,03","15.039,80","18.280,76","12.603,88","12.846,34","59.790,47",0,106564.34,106564.34,107092.65,108384.08,108384.08,108384.08,107270.71,108384.08,108384.08,108384.08,0,0,1077796.5199999998
M,GILBERTO NASCIMENTO SILVA,09/07/1956,65,27,0,29,3,9,"33.763,00",0,"404.619,88","42.667,83","49.626,23","52.149,16","48.827,83","41.954,56","33.307,84","45.287,25","30.344,91","25.638,80","28.819,14","5.996,33",0,110917.37,111198.75,111198.75,111198.75,106097.59,109244.31,100666.68,106570.48,106570.48,103339.74,0,0,1077002.9
M,DANIEL GOMES DE ALMEIDA,21/01/1955,90,2,0,38,0,37,"33.763,00",0,"356.199,86","58.756,35","47.548,42","45.375,86","51.389,18","32.596,32","29.676,29","18.598,64","16.188,74","14.756,90","40.472,41","840,75",0,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,0,0,1116596.1
M,GIOVANI CHERINI,23/06/1960,86,3,3,40,3,13,"33.763,00",0,"419.082,83","35.135,42","42.357,46","49.953,41","49.975,70","53.766,31","54.876,19","39.994,44","42.715,35","21.531,51","27.017,18","1.759,86",0,111574.7,111574.7,111574.7,111574.7,111574.7,110520.47,111205.28,111574.71,111574.71,111574.71,0,0,1114323.38
M,GILLIANO FRED NASCIMENTO CUTRIM,26/10/1979,76,5,11,22,4,27,"33.763,00",0,"406.001,14","46.898,79","47.176,96","48.122,54","51.226,09","58.582,87","18.377,58","25.986,45","21.934,68","12.653,68","75.041,50",0,0,111301.75,111301.75,111619.5,111641.41,111641.41,111641.41,111641.41,111641.41,111641.41,111236.56,0,0,1115308.0200000003
M,FERNANDO RODOLFO TENORIO DE VASCONCELOS,17/11/1983,83,4,5,17,3,51,"33.763,00",0,"302.649,08","34.398,75","35.640,31","48.456,09","61.790,50","42.253,99","30.175,92","26.376,10","10.140,69","7.883,19","5.533,54",0,0,110824.9,108472.48,109833.05,104726.42,110607.73,107797.77,106334.87,77927.2,90812.99,88404.25,0,0,1015741.6599999999
M,FERNANDO MONTEIRO DE ALBUQUERQUE,17/09/1976,87,5,0,17,4,3,"33.763,00",1,"320.877,65","33.166,59","36.756,35","50.815,63","46.090,78","35.207,06","35.106,58","33.522,18","12.348,74","7.355,49","29.824,28","683,97",0,111665.62,111462.42,111451.57,108833.71,111665.62,111665.62,111665.62,110146.43,102361.66,104196.43,0,0,1095114.7
M,DANIEL PIRES COELHO,04/11/1978,91,0,1,6,0,0,"33.763,00",0,"360.896,58","56.899,01","47.545,19","51.524,56","44.454,63","36.128,30","30.323,85","32.107,75","22.965,49","20.599,99","18.151,21","196,60",0,111319.0,111580.81,111580.81,111580.81,111332.51,111580.82,111559.7,111471.69,111474.71,111507.06,0,0,1114987.92
M,DANIEL LUCIO DA SILVEIRA,25/11/1982,89,1,2,87,1,58,"33.763,00",0,"307.400,84","35.637,58","37.560,86","37.098,84","37.913,96","39.709,62","33.297,09","28.745,65","27.784,42","13.563,62","14.939,77","1.149,43",0,104730.18,106558.15,108774.14,109706.94,105193.39,103433.49,86143.8,107120.36,107862.35,111382.87,0,0,1050905.67
M,DANIEL COSTA DE FREITAS,03/04/1982,77,0,15,3,0,0,"33.763,00",0,"305.465,83","38.606,89","24.248,40","43.103,43","47.999,13","45.138,90","30.847,10","32.894,95","25.917,35","4.096,46","12.109,81","503,41",0,105697.03,105697.03,109243.35,110816.55,110933.95,111423.11,111423.11,111423.11,111423.11,111423.11,0,0,1099503.46
M,DANILO JORGE DE BARROS CABRAL,21/04/1967,83,3,6,8,6,22,"33.763,00",0,"287.464,54","23.243,32","23.195,87","25.003,47","45.722,17","49.445,71","26.152,01","32.469,21","12.877,47","8.866,71","39.648,42","840,18",0,95045.26,95045.26,94090.38,98095.56,99861.52,99861.52,100443.65,100923.05,111114.04,111465.45,0,0,1005945.6900000001
M,DANRLEI DE DEUS HINTERHOLZ,18/04/1973,50,7,11,17,9,27,"33.763,00",0,"219.897,65","39.413,57","38.636,46","43.580,07","37.837,68","23.198,87","20.183,29","17.047,71",0,0,0,0,0,0.0,0.0,3313.89,88602.16,92253.84,99507.11,95073.08,107705.84,108196.0,107989.17,0,0,702641.0900000001
M,DAVID BEZERRA RIBEIRO SOARES,21/12/1973,63,11,3,47,12,1,"33.763,00",2,"183.939,37","31.858,14","35.507,14","29.111,16","37.770,69","23.083,39","13.606,57","7.900,18","4.802,08","300,02",0,0,0,103135.91,105402.63,105964.51,99800.43,107637.25,108516.33,107977.68,108297.02,111277.52,110582.49,0,0,1068591.77
M,FRANCISCO DANILO BASTOS FORTE,01/09/1958,86,3,3,42,2,21,"33.763,00",0,"399.293,34","67.906,91","48.807,99","40.578,79","52.959,10","80.716,86","57.550,28","22.707,17","9.622,62","6.546,36","11.778,36","118,90",0,109573.04,105109.88,101753.78,107930.59,108735.93,108600.66,101671.79,104239.59,101843.93,102801.4,0,0,1052260.5899999999
M,DANIEL TRZECIAK DUARTE,04/11/1986,86,6,0,31,8,6,"33.763,00",0,"212.857,43","9.307,83","15.955,97","15.150,23","39.352,32","18.241,57","20.817,46","28.100,30","16.051,09","16.840,25","32.070,78","969,63",0,105455.53,105415.99,105436.13,105982.05,108226.36,109497.39,106036.48,94998.83,99412.79,104033.76,0,0,1044495.31
M,ANTÔNIO DA LUZ FURTADO,06/01/1972,90,1,1,73,6,19,"33.763,00",0,"288.816,41","34.263,89","43.088,49","42.959,20","32.920,98","47.359,21","16.303,12","19.852,22","12.243,23","8.092,66","27.244,72","4.488,69",0,110967.56,111125.87,111617.2,111617.2,111617.2,111623.07,111653.61,111653.61,111653.61,111653.61,0,0,1115182.54
M,DAVID MICHAEL DOS SANTOS MIRANDA,10/05/1985,66,15,11,23,4,7,"33.763,00",0,"242.667,95","35.259,28","43.349,65","32.853,62","45.091,15","29.890,05","33.147,86","10.128,77","8.151,54","817,25","5.613,28",0,0,111544.37,111544.37,56799.55,64345.04,100004.66,94914.31,97663.21,102324.88,100368.27,98332.98,0,0,937841.64
M,EDER MAURO CARDOSO BARRA,14/12/1960,79,3,10,4,0,12,"33.763,00",0,"325.195,22","46.351,28","56.697,20","17.871,34","52.514,33","52.104,65","51.446,49","39.019,70","6.514,58","2.675,65",0,0,0,111587.65,111029.67,109774.54,111611.12,111611.12,111168.32,110779.91,107856.37,107856.37,107856.37,0,0,1101131.44
M,MARCELO EDUARDO FREITAS,04/03/1976,80,6,6,66,1,1,"33.763,00",0,"290.526,28","31.421,05","43.796,10","37.148,52","24.745,40","39.348,34","29.355,58","26.303,93","19.417,00","19.550,28","18.633,84","806,24",0,104088.18,105813.1,103290.21,102664.07,110724.59,111483.8,111483.8,107272.97,107289.51,103558.73,0,0,1067668.9600000002
M,DARCI DE MATOS,08/11/1961,80,2,10,55,3,9,"33.763,00",0,"269.534,87","27.456,09","37.612,31","41.962,71","38.942,67","42.279,75","18.366,03","26.329,15","14.161,38","1.290,05","20.268,72","866,01",0,111593.97,111623.31,111579.26,111659.67,111659.67,110174.35,110543.76,111508.04,111508.04,110579.75,0,0,1112429.82
M,PABLO OLIVA SOUZA,26/07/1976,78,0,14,112,0,30,"33.763,00",0,"369.191,63","28.267,00","51.491,99","65.512,79","64.732,08","41.341,87","31.189,75","32.398,76","26.832,20","17.440,00","7.823,37","2.161,82",0,99985.47,73344.51,92308.59,99950.28,106315.17,106987.85,101323.39,101342.41,107310.62,89036.79,0,0,977905.0800000001
M,DENIS ANDERSON DA ROCHA BEZERRA,17/03/1980,88,1,3,70,1,9,"33.763,00",0,"400.260,91","46.094,78","53.674,69","52.475,51","52.185,85","40.861,85","33.475,40","24.901,37","18.145,39","17.544,23","44.329,57","16.572,27",0,110743.73,108800.92,108144.99,106767.55,106327.19,107307.01,102136.31,107474.82,111617.19,109239.78,0,0,1078559.49
M,DIEGO LEONARDO DE ANDRADE CARVALHO,08/08/1977,70,22,0,7,11,9,"33.763,00",0,"217.838,28","28.386,47","32.013,45","32.859,73","17.554,55","41.393,91","15.224,17","22.079,82","8.663,35","11.458,92","8.203,91",0,0,111580.82,111580.82,111580.82,111580.82,111580.82,111535.53,111241.15,110635.35,109154.5,109154.5,0,0,1109625.1300000001
M,WALDIR SOARES DE OLIVEIRA,28/11/1962,86,6,0,7,5,44,"33.763,00",0,"149.309,65","14.119,59","16.610,96","17.642,50","17.254,73","17.514,69","15.282,52","15.088,53","12.955,79","10.015,33","11.921,51","903,50",0,101978.63,99618.58,96319.6,92534.14,92534.14,94998.88,101543.63,103436.75,102749.57,102015.0,0,0,987728.9200000002
M,DIEGO ALEXSANDER GONCALO PAULA GARCIA,10/10/1984,89,3,0,134,3,43,"33.763,00",0,"263.861,19","9.153,29","13.917,88","34.960,78","39.069,90","47.847,45","36.301,69","32.663,59","20.367,53","6.819,55","16.986,39","5.773,14",0,93054.98,91310.31,97522.54,98459.58,96593.67,96173.37,99859.25,84300.62,79772.64,79111.23,0,0,916158.19
M,DOMINGOS GOMES DE AGUIAR NETO,29/04/1988,79,6,7,30,6,25,"33.763,00",0,"346.157,45","33.731,48","52.313,10","36.169,17","53.317,93","77.719,59","22.751,47","19.502,64","3.346,59","2.837,01","44.468,47",0,0,111544.43,111544.43,110497.19,107599.23,111235.68,111617.24,111617.24,111617.24,111617.24,106952.23,0,0,1105842.15
M,DOMINGOS SÁVIO CAMPOS RESENDE,25/03/1957,87,3,2,29,1,6,"33.763,00",0,"311.182,97","24.341,19","52.616,35","44.927,02","32.735,37","48.074,76","26.928,66","27.300,43","24.815,98","18.843,40","9.599,00","1.000,81",0,109833.82,109833.82,111183.95,111653.56,110747.01,110990.37,111313.88,110806.11,111313.88,111313.88,0,0,1108990.28
M,DIMAS FABIANO TOLEDO JÚNIOR,23/05/1973,86,5,1,18,3,1,"33.763,00",0,"283.523,77","30.575,40","29.897,78","36.489,01","37.782,58","34.645,39","23.877,46","33.775,98","26.291,36","16.347,48","12.634,33","1.207,00",0,92717.74,90647.71,88844.0,89894.36,93796.44,94254.41,100197.24,96972.36,108044.05,109918.79,0,0,965287.1000000001
M,FREDERICO DE CASTRO ESCALEIRA,24/03/1977,83,0,9,24,0,57,"33.763,00",0,"310.970,98","31.170,62","36.914,75","42.269,93","38.087,59","42.514,00","33.769,22","28.862,16","24.728,50","11.486,99","20.931,45","235,77",0,111212.41,111201.53,110944.53,108641.77,111313.96,110772.89,111313.96,110891.9,111313.96,109219.49,0,0,1106826.4
M,JAZIEL PEREIRA DE SOUSA,03/05/1961,69,3,20,12,1,26,"33.763,00",0,"332.318,98","53.231,07","44.873,85","55.545,89","35.428,27","35.377,77","36.517,71","20.837,34","20.773,89","21.505,53","8.227,66",0,0,111279.95,111565.34,111653.51,111653.51,111653.51,111477.8,111653.51,111653.51,111653.51,111653.51,0,0,1115897.66
M,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,15/12/1973,67,0,25,14,0,22,"33.763,00",0,"266.546,32","27.501,17","33.784,37","41.465,77","43.233,68","38.833,58","24.163,31","23.117,56","18.685,19","10.202,91","5.508,98","49,80",0,97653.62,97653.62,108819.42,110434.31,110434.31,110434.31,110434.31,110413.15,111647.44,106463.32,0,0,1074387.8100000003
M,ZACARIAS CALIL HAMU,05/11/1953,82,10,0,85,8,27,"33.763,00",0,"227.743,53","25.614,66","32.870,88","33.504,56","32.975,66","32.600,29","18.394,14","17.770,75","7.364,25","5.479,94","20.331,91","836,49",0,83672.5,77891.18,81413.26,83956.98,83956.98,83754.79,77891.18,77891.18,77891.18,77891.18,0,0,806210.4099999997
M,ÉDIO VIEIRA LOPES,04/01/1952,71,5,16,18,2,5,"33.763,00",0,"352.768,46","42.432,81","39.836,40","47.117,63","54.268,93","97.784,62","14.519,68","22.739,81","16.900,14","1.349,74","15.390,97","427,73",0,110495.02,110495.02,111469.88,111408.97,111368.53,111370.96,111441.31,111441.31,111441.31,108907.52,0,0,1109839.83
M,EDUARDO LUIZ BARROS BARBOSA,25/08/1958,92,0,0,91,0,17,"33.763,00",0,"247.845,06","22.913,32","25.992,80","30.951,65","37.263,00","34.686,06","29.255,32","23.832,28","9.244,83","5.608,98","27.466,51","630,31",0,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111485.04,0,0,1114565.19
M,EDUARDO HENRIQUE MAIA BISMARCK,14/11/1981,81,11,0,72,7,9,"33.763,00",1,"387.671,83","42.771,78","48.433,07","53.046,89","40.615,87","53.171,37","35.061,57","49.986,03","24.512,53","5.591,91","32.141,23","2.339,58",0,108439.6,100116.32,102925.37,105453.61,109885.0,110998.37,110998.37,110998.37,110998.37,110998.37,0,0,1081811.75
M,LUIZ ALBERTO OVANDO,25/09/1949,86,5,1,70,0,12,"33.763,00",0,"353.911,42","40.038,05","41.231,34","52.947,39","46.480,82","47.335,38","30.870,88","29.474,27","27.038,62","21.752,29","13.797,33","2.945,05",0,96640.72,96640.72,97315.81,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,0,0,973451.59
M,LEONARDO RIBEIRO ALBUQUERQUE,14/06/1978,91,0,1,27,1,2,"33.763,00",0,"319.714,69","42.371,40","36.053,31","44.978,86","51.992,40","41.703,89","36.956,95","29.525,44","11.128,25","9.478,35","15.240,77","285,07",0,99981.22,100959.57,99231.78,108961.58,104982.41,110759.92,111287.34,105356.57,102212.41,103517.24,0,0,1047250.0400000002
M,EDILAZIO GOMES DA SILVA JUNIOR,04/05/1981,87,5,0,12,1,0,"33.763,00",0,"274.890,22","29.645,70","67.991,37","21.709,65","54.054,00","19.692,50","28.378,82","18.023,27","5.308,77","14.235,23","15.850,91",0,0,111402.54,111185.22,111659.65,111166.3,111659.65,111659.65,111659.65,110963.46,111241.12,111310.78,0,0,1113908.02
M,EDUARDO NANTES BOLSONARO,10/07/1984,76,14,2,27,6,12,"33.763,00",1,"290.688,80","19.129,11","45.801,56","20.862,74","34.033,24","20.812,35","36.151,56","54.678,40","29.120,22","20.452,30","9.195,67","451,65",0,111598.86,111533.88,111447.23,111308.14,109360.58,109301.13,107577.22,107577.22,108466.86,110003.51,0,0,1098174.63
M,JOSE EDUARDO PEREIRA DA COSTA,16/02/1968,83,9,0,10,6,9,"33.763,00",0,"333.478,23","37.602,77","29.483,97","45.130,56","42.628,52","64.988,16","22.063,45","21.894,85","13.694,30","16.136,05","37.509,90","2.345,70",0,111313.96,111313.96,111421.78,111429.22,111429.22,111429.22,111429.22,110376.5,111374.63,110511.03,0,0,1112028.74
M,EDUARDO PEDROSA CURY,19/09/1963,88,3,1,73,1,3,"33.763,00",1,"331.285,52","44.245,79","43.411,00","38.868,35","28.628,41","38.316,02","37.405,99","32.488,40","25.399,98","15.738,89","25.605,38","1.177,31",0,101582.78,92109.71,91148.77,97477.96,98965.06,103240.48,98460.6,98460.6,98460.6,109819.29,0,0,989725.85
M,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,17/10/1972,84,3,5,2,1,40,"33.763,00",0,"329.401,10","34.083,35","42.566,48","45.258,71","48.013,04","46.806,07","25.355,86","21.639,01","25.533,18","16.566,48","23.578,92",0,0,110448.12,108787.76,97120.73,102047.21,105204.32,111471.69,102622.24,103739.73,108433.33,105437.39,0,0,1055312.52
M,ADRIANO ELI CORRÊA,13/01/1976,82,0,10,42,0,27,"33.763,00",0,"265.305,28","22.593,30","23.225,37","28.285,66","57.687,80","56.126,53","30.297,57","22.196,45","6.522,28","421,69","17.948,63",0,0,105205.6,105205.6,105205.6,105205.6,101881.14,104761.01,106115.52,106115.52,106115.52,102257.61,0,0,1048068.7200000001
M,EFRAIM DE ARAÚJO MORAIS FILHO,18/03/1979,73,9,10,6,5,14,"33.763,00",0,"265.206,49","31.920,25","54.289,28","52.463,46","51.650,40","42.763,10","7.412,58","9.627,39","8.755,96","1,36","5.893,42","429,29",0,111148.6,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111575.98,111544.43,0,0,1115589.6199999999
M,ELI DIAS BORGES,01/09/1960,81,0,11,6,0,11,"33.763,00",0,"389.429,95","31.188,98","46.066,46","51.592,15","46.239,19","48.724,20","43.313,71","41.770,08","35.826,39","32.575,57","10.263,37","1.869,85",0,111130.49,111392.69,111205.19,108796.48,110064.23,111248.28,109041.83,110416.27,110246.84,110822.48,0,0,1104364.78
M,ELIAS VAZ DE ANDRADE,04/07/1966,82,9,1,81,5,14,"33.763,00",0,"167.084,01","15.838,58","26.200,21","25.592,46","27.999,68","27.596,14","12.853,99","11.787,89","3.017,22","323,45","15.362,24","512,15",0,105866.83,105866.83,104555.04,105866.83,106630.73,108826.95,108826.95,108826.95,108826.95,110118.38,0,0,1074212.44
M,EMIDIO ALVES MADEIRA JUNIOR,10/03/1967,80,12,0,16,4,2,"33.763,00",0,"300.056,22","56.761,57","45.061,77","39.330,09","32.196,96","44.434,07","26.760,94","20.847,93","15.245,77","11.938,26","7.418,86","60,00",0,110980.22,110980.22,111528.12,111617.15,111623.22,111623.22,111623.28,111623.32,111623.32,111623.32,0,0,1114845.3900000001
M,ENRICO VAN BLARCUM DE GRAAFF MISASI,06/08/1994,87,0,5,43,0,21,"33.763,00",0,"323.053,98","24.947,21","28.095,55","42.425,59","43.740,70","54.222,55","37.817,19","41.206,87","22.642,88","16.871,36","11.025,61","58,47",0,111586.88,111302.18,110816.09,106788.8,110974.2,110159.38,111013.37,111312.77,111544.46,111493.57,0,0,1106991.7
M,EMANUEL PINHEIRO DA SILVA PRIMO,05/01/1995,70,3,19,11,1,7,"33.763,00",0,"260.989,20","18.918,90","40.897,04","43.529,50","29.158,03","34.158,66","52.895,35","15.688,43","14.630,60","825,90","6.028,96","4.257,83",0,108820.92,109941.35,111435.25,111435.25,110245.56,109803.54,108192.76,97773.24,100583.45,99303.35,0,0,1067534.6700000002
M,ENIO JOSÉ VERRI,27/03/1961,89,2,1,32,0,4,"33.763,00",0,"350.522,15","38.190,58","37.467,64","68.879,63","38.986,43","43.960,07","29.704,02","25.886,97","22.258,37","24.764,98","20.363,46","60,00",0,111398.83,111398.83,111398.83,110220.44,110749.59,110538.29,111455.18,110876.18,111665.72,111665.72,0,0,1111367.6099999999
M,ELMAR JOSE VIEIRA NASCIMENTO,06/07/1970,68,24,0,1,0,0,"33.763,00",1,"401.079,82","11.585,43","41.325,81","49.088,47","60.314,77","42.793,20","47.062,33","37.636,26","47.299,08","35.534,24","28.440,23",0,0,111611.09,111611.09,111611.09,111095.09,111611.09,110283.89,98339.09,103946.26,108324.61,110409.84,0,0,1088843.14
M,EUCLYDES MARCOS PETTERSEN NETO,15/08/1984,77,14,1,6,6,13,"33.763,00",1,"239.749,55","39.458,55","34.224,98","28.593,33","36.303,64","35.945,83","21.880,35","11.556,55","10.510,19","6.865,31","11.508,98","2.901,84",0,101942.13,110241.46,111623.19,111623.22,111623.22,110951.73,109856.3,110901.19,111623.22,111623.22,0,0,1102008.88
M,EROS FERREIRA BIONDINI,20/05/1971,88,4,0,33,1,14,"33.763,00",0,"281.611,85","22.401,97","30.438,97","33.405,69","31.526,03","36.712,77","29.487,20","35.290,07","20.709,20","17.992,30","21.750,88","1.896,77",0,90223.04,90223.04,86035.27,78682.22,79786.71,78922.44,78922.44,79682.04,86771.6,86771.6,0,0,836020.3999999999
M,EVAIR VIEIRA DE MELO,02/04/1972,87,3,2,67,1,4,"33.763,00",0,"316.638,70","38.264,38","46.197,13","62.458,72","38.441,09","43.315,06","24.394,91","23.069,95","14.844,44","2.615,55","22.921,21","116,26",0,106904.01,110527.26,107201.84,107178.21,108042.26,111172.72,111328.33,111555.88,111526.13,111526.13,0,0,1096962.77
M,EXPEDITO GONCALVES FERREIRA NETTO,05/10/1988,82,9,1,2,3,16,"33.763,00",0,"222.912,39","14.767,54","30.093,83","33.348,33","30.510,09","25.416,15","18.925,02","27.570,19","12.641,28","1.388,85","26.729,31","1.521,80",0,111544.33,111544.33,111544.33,111529.16,111539.45,111100.52,109785.83,109894.82,110132.19,100766.33,0,0,1099381.29
M,FABIO HENRIQUE SANTANA DE CARVALHO,19/06/1972,90,0,2,75,0,22,"33.763,00",0,"393.613,32","40.955,79","38.278,23","46.688,34","53.420,14","51.837,95","35.534,63","55.589,55","49.846,87","10.956,64","10.467,67","37,51",0,110763.22,111436.47,110870.47,105066.49,109456.57,110377.32,111465.54,111465.54,111465.54,111592.91,0,0,1103960.07
